title,type,date,credit_line,accession_number,image_download_url
Dish with molded decoration,Vessel,late 12th-early 13th century,Gift of Charles Lang Freer,F1907.321,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7589_04
Bowl,Vessel,12th-mid 13th century,Gift of Charles Lang Freer,F1907.343a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7685_02
Jar with inlaid design of three phoenixes,Vessel,first half of 13th century,Gift of Charles Lang Freer,F1907.367,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8530_05
Jar,Vessel,19th century,Gift of Charles Lang Freer,F1907.39,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_22
Shiwan (Shekwan) ware vase,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1907.40,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7908_12
Dish,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1907.41,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7562_14
"Flower pot stand with incised character i (one), Jun ware or imitation",Furniture and Furnishing,14th century or 18th-19th century,Gift of Charles Lang Freer,F1907.42a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7805_01
Shiwan ware vase in form ofcong,Vessel,16th-mid 17th century,Gift of Charles Lang Freer,F1907.44,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1907.44_001
Box,Container,18th-19th century,Gift of Charles Lang Freer,F1907.48a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_26
Water pot in the form of a pomegranate,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1907.49,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_30
Seal paste box,Container,mid 17th-19th century,Gift of Charles Lang Freer,F1907.50a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_32
Square box on four low feet,Container,mid 17th-19th century,Gift of Charles Lang Freer,F1907.51a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_35
Dish with six-character Qianlong reign mark on base,Vessel,18th-19th century,Gift of Charles Lang Freer,F1907.526,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7921_03
Water pot of lotus-bud form,Vessel,1279-1368,Gift of Charles Lang Freer,F1907.54a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_38
Shiwan (Shekwan) ware vase,Vessel,18th century,Gift of Charles Lang Freer,F1907.55a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7908_16
Guangdong ware brush washer in style of Jun ware,Vessel,19th century,Gift of Charles Lang Freer,F1907.56,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7805_09
Water jar,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1907.59,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_44
Yixing ware vase,Vessel,18th century,Gift of Charles Lang Freer,F1907.60,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_46
Yixing ware brush washer,Vessel,19th century,Gift of Charles Lang Freer,F1907.61,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7362_47
Water pot of lotus-bud form,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1907.62a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7368_01
Dish in the form of a lotus petal,Vessel,19th century,Gift of Charles Lang Freer,F1907.63,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7045_07
Jar,Vessel,1279-1368,Gift of Charles Lang Freer,F1907.64,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7564_15
Vase,Vessel,19th century,Gift of Charles Lang Freer,F1907.65,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7908_18
"Box with slip design of grapes and squirrel, false Chenghua mark",Container,19th century,Gift of Charles Lang Freer,F1907.66a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7558_13
Jar (with rim cut down),Vessel,1279-1368,Gift of Charles Lang Freer,F1907.72a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7368_09
Jun ware incense burner,Vessel,1279-1368,Gift of Charles Lang Freer,F1907.73,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7368_12
Vase,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1907.74,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7368_14
Pear-shaped bottle,Vessel,late 13th-early 14th century,Gift of Charles Lang Freer,F1907.76,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8221_01
Portrait of President Theodore Roosevelt,Painting,1908,Gift of Charles Lang Freer,F1908.17a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7411_01
Vase,Vessel,16th-mid 17th century,Gift of Charles Lang Freer,F1908.18,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7921_05
The Chinese Merchants,Painting,1909,Gift of Charles Lang Freer,F1910.22a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1910.22a-b_001
Guan ware Vase with tubular handles,Vessel,1127-1279,Gift of Charles Lang Freer,F1911.347,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1911.347_001
Hagi ware sake bottle with faceted sides,Vessel,19th century,Gift of Charles Lang Freer,F1911.385,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6415_08
Flower pot stand with impressed character qi (seven),Furniture and Furnishing,14th-15th century,Gift of Charles Lang Freer,F1913.4,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7369_43
Jar,Vessel,ca. 1914,Gift of Charles Lang Freer,F1914.117,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1914.117_001
Jar,Vessel,ca. 1914,Gift of Charles Lang Freer,F1914.119,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7300_24
Tea ceremony water jar with indented sides,Vessel,1600-1615,Gift of Charles Lang Freer,F1914.19a-b,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7303_30
Law Supported by Power and Love,Sculpture,"ca. 1894-1900, cast in 1915",Gift of Charles Lang Freer,F1915.339a-f,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1915.339_001
Labor Supported by Science and Art,Sculpture,"ca. 1894-1900, cast in 1915",Gift of Charles Lang Freer,F1915.68,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1915.68_001
Vase with incised and applied decoration,Vessel,mid 17th-19th century,Gift of Charles Lang Freer,F1916.489,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7411_30
A Bodhisattva (Pu-sa) on a double lotus pedestal,Sculpture,618-907,Gift of Charles Lang Freer,F1917.179,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8542_45
Bottle,Vessel,ca. 1917,Gift of Charles Lang Freer,F1917.434,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1917.434_001
Jar,Vessel,ca. 1918,Gift of Charles Lang Freer,F1918.163,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6819_02
"Folio from aMihr-u Mushtari(The Sun and Jupiter) by Shams al-Din Muhammad Assar Tabrizi (d. circa 1382); verso: Mihr feasting with Kayvan the King of Khwarazm; recto: text, Mihr playing lute and feasting with Kayvan",Manuscript,1523-24 (930 A.H.),Purchase — Charles Lang Freer Endowment,F1932.7,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8273_22
Detached album folio; Horse and groom; reverse: text,Painting,early 16th century,Purchase — Charles Lang Freer Endowment,F1937.20,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7430_31
Fettered camel and keeper; reverse: calligraphy panel,Painting,late 15th century,Purchase — Charles Lang Freer Endowment,F1937.22,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1937.22_001
Folio from aKhamsa(Quintet) by Nizami (d.1209); The prophets Elias and Khidr at the fountain of life,Manuscript,late 15th century,Purchase — Charles Lang Freer Endowment,F1937.24,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1937.24_001-000002
Folio from aKhamsa(Quintet) by Amir Khusraw Dihlavi (d. 1325); The abduction by sea,Manuscript,1496,Purchase — Charles Lang Freer Endowment,F1937.27,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1937.27_001
"An angel, flying, with cup and wine flask",Drawing,mid-16th century,Purchase — Charles Lang Freer Endowment,F1937.7,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6827_06
Young Prince,Painting,mid-16th century,Purchase — Charles Lang Freer Endowment,F1937.8,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7430_30
Folio from a copy of theDe Materia Medicaby Dioscorides (ca. 40-90 C.E.); recto: Two physicians cutting a plant; verso: text,Manuscript,1224 (621 A.H.),Purchase — Charles Lang Freer Endowment,F1938.1,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7122_01
Two women carrying a tea service,Painting,15th century,Purchase — Charles Lang Freer Endowment,F1938.14,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6713_04
Folio from aManafi al-Hayawan(Usefulness of animals) by Ibn Bakhtishu (d.1058); recto: illustration and text: a deer and magpies; verso: text,Manuscript,early 14th century,Purchase — Charles Lang Freer Endowment,F1938.2,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6369_02
"Garsivaz prostrating himself before Siyavush in the presence of Rustam, from aShahnama(Book of kings) by Firdawsi",Manuscript,early 14th century,Purchase — Charles Lang Freer Endowment,F1940.12,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5602_05
"Bijan in bonds before Afrasiyab, from aShahnama(Book of kings) by Firdawsi",Manuscript,early 14th century,Purchase — Charles Lang Freer Endowment,F1940.13,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7430_33
"Folio from aShahnama(Book of kings) by Firdawsi (d.1020); recto: text, The departure of Ka'us and Kai Khusraw to the fire temple; verso: Shah Ka'us and Kay Khusraw approach the sacred fire",Manuscript,dated 1482,Purchase — Charles Lang Freer Endowment,F1940.20,https://ids.si.edu/ids/deliveryService?max=170&id=FS-8273_25
Plate,Vessel,December 1210 (Jumadi II 607 A.H.),Purchase — Charles Lang Freer Endowment,F1941.11,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6197_08
Plate,Vessel,12th century,Purchase — Charles Lang Freer Endowment,F1941.12,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6622_08
"Folio from a Qur'an, sura 6:26-44",Manuscript,early 14th century,Purchase — Charles Lang Freer Endowment,F1942.4,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1942.4_001
Bowl,Vessel,12th-13th century,Purchase — Charles Lang Freer Endowment,F1942.5,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6346_07
Folio from aShahnama(Book of kings) by Firdawsi (died 1020); recto: text and illustration: Rustam slays Ashkbus and his horse; verso: text,Manuscript,ca. 1350,Purchase — Charles Lang Freer Endowment,F1944.56,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7394_38
Bucket,Vessel,mid-16th century,Purchase — Charles Lang Freer Endowment,F1945.14,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5455_08
Bookbinding,Book,late 14th century,Purchase — Charles Lang Freer Endowment,F1945.15,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6477_07
"Album folio; A winter scene, A Sufi and courtier conversing at a shrine",Manuscript,mid-16th century,Purchase — Charles Lang Freer Endowment,F1946.13,https://ids.si.edu/ids/deliveryService?max=170&id=FS-F1946.13_001
"Folio from aMu'nis al-ahrar fi daqa'iq al-ash'ar(Free Man's Guide to the Subtleties of Poetry) by Badr al-Din Jajarmi (d. 1287); The Zodiac constellation of Pisces, the moon, and two registers of birds; reverse: text: verses of poem",Manuscript,1341 (741 A.H.),Purchase — Charles Lang Freer Endowment,F1946.14,https://ids.si.edu/ids/deliveryService?max=170&id=FS-6199_02
"Composite album folio, Dancing sufis; Cluster of primrose, calligraphic panels",Painting,ca. 1575,Purchase — Charles Lang Freer Endowment,F1946.15a-d,https://ids.si.edu/ids/deliveryService?max=170&id=FS-5913_07
"Folio from aShahnama(Book of kings) by Firdawsi (d.1020); verso: Arzu, the jeweler’s daughter, plays before Bahram Gur; recto: text: Bahram reaches the jeweler's house",Manuscript,1303-1357,Purchase — Charles Lang Freer Endowment,F1946.16,https://ids.si.edu/ids/deliveryService?max=170&id=FS-7394_40
